TransactionID,Timestamp,MerchantID,Amount,CustomerID,TransactionAmount,AnomalyScore,FraudIndicator,Category,MerchantName,MerchantLocation,CustomerName,CustomerAge,CustomerAddress,AccountBalance,LastLogin,SuspiciousFlag
31,2022-01-02 06:00:00,2951,92.6193029775784,1475,59.9638046074686,0.0286451504049212,0,Food,Merchant 2951,Location 2951,Customer 1475,25,Address 1475,2805.3119964226125,2023-04-20,0
32,2022-01-02 07:00:00,2313,77.7269441692719,1993,64.82555289198555,0.1139557066719609,0,Online,Merchant 2313,Location 2313,Customer 1993,60,Address 1993,8330.438296145094,2024-09-19,0
33,2022-01-02 08:00:00,2693,59.3509900357369,1030,16.31638922256401,0.7904919847795615,0,Other,Merchant 2693,Location 2693,Customer 1030,54,Address 1030,3767.55788843177,2022-01-30,0
34,2022-01-02 09:00:00,2686,61.34763595275774,1116,74.89233384628318,0.496141397087933,0,Retail,Merchant 2686,Location 2686,Customer 1116,22,Address 1116,3038.9096068718372,2022-04-26,0
35,2022-01-02 10:00:00,2173,60.474016327912075,1676,63.48108383812917,0.0234248603939667,0,Online,Merchant 2173,Location 2173,Customer 1676,38,Address 1676,7624.565426838614,2023-11-07,0
36,2022-01-02 11:00:00,2674,42.20773347952953,1547,55.0748944700021,0.1056184269218054,0,Retail,Merchant 2674,Location 2674,Customer 1547,31,Address 1547,6742.168051456645,2023-07-01,0
37,2022-01-02 12:00:00,2832,71.26856791663724,1527,15.85588970150042,0.1173613685668951,0,Food,Merchant 2832,Location 2832,Customer 1527,59,Address 1527,3545.727576422631,2023-06-11,0
38,2022-01-02 13:00:00,2967,46.214982406953474,1087,35.25955889294103,0.682579996111541,0,Retail,Merchant 2967,Location 2967,Customer 1087,28,Address 1087,2934.8098384758123,2022-03-28,0
39,2022-01-02 14:00:00,2201,14.63168948637222,1207,53.30527210965001,0.9384845538305628,0,Other,Merchant 2201,Location 2201,Customer 1207,38,Address 1207,5655.630625853387,2022-07-26,0
40,2022-01-02 15:00:00,2995,80.53777562959479,1038,89.31329987617828,0.5326091267272046,0,Other,Merchant 2995,Location 2995,Customer 1038,62,Address 1038,5402.920850264518,2022-02-07,0
41,2022-01-02 16:00:00,2596,47.874851353915766,1800,13.156789554321756,0.3194777655854669,0,Other,Merchant 2596,Location 2596,Customer 1800,58,Address 1800,6631.372808065945,2024-03-10,0
42,2022-01-02 17:00:00,2518,85.10981610829299,1510,39.31008128591371,0.2149458399121594,0,Retail,Merchant 2518,Location 2518,Customer 1510,53,Address 1510,7685.510723404021,2023-05-25,0
43,2022-01-02 18:00:00,2910,55.81926585658818,1104,62.40210028810944,0.5672705382841227,0,Online,Merchant 2910,Location 2910,Customer 1104,52,Address 1104,1693.073845531838,2022-04-14,0
44,2022-01-02 19:00:00,2423,86.97191973785533,2000,88.11638357233643,0.7663300041347579,0,Food,Merchant 2423,Location 2423,Customer 2000,42,Address 2000,4853.024379784787,2024-09-26,0
45,2022-01-02 20:00:00,2364,69.75758075212585,1644,29.203181435601817,0.7076318867164036,0,Online,Merchant 2364,Location 2364,Customer 1644,51,Address 1644,3307.317156281388,2023-10-06,1
46,2022-01-02 21:00:00,2274,79.35791579481321,1238,15.0314207539817,0.9923378496402676,0,Online,Merchant 2274,Location 2274,Customer 1238,38,Address 1238,8228.897853132457,2022-08-26,0
47,2022-01-02 22:00:00,2639,72.74250983074938,1759,64.0550437068745,0.531697063932589,0,Food,Merchant 2639,Location 2639,Customer 1759,33,Address 1759,6608.386988413693,2024-01-29,0
48,2022-01-02 23:00:00,2233,17.6405694778187,1994,37.31484596425175,0.0322402678558125,0,Travel,Merchant 2233,Location 2233,Customer 1994,63,Address 1994,8791.304688526334,2024-09-20,0
49,2022-01-03 00:00:00,2239,30.793728080558463,1752,11.93959323128237,0.0061201141369274,1,Other,Merchant 2239,Location 2239,Customer 1752,46,Address 1752,6552.420255282427,2024-01-22,0
50,2022-01-03 01:00:00,2946,61.35297940106928,1415,17.91599331862236,0.0447252918925693,0,Online,Merchant 2946,Location 2946,Customer 1415,57,Address 1415,9258.31269753691,2023-02-19,0
51,2022-01-03 02:00:00,2638,42.07616320785515,1044,28.42012347274126,0.9181560081146742,0,Retail,Merchant 2638,Location 2638,Customer 1044,22,Address 1044,5084.274000658554,2022-02-13,0
52,2022-01-03 03:00:00,2770,90.81333790562653,1374,95.91411492767848,0.0555455780239428,0,Retail,Merchant 2770,Location 2770,Customer 1374,47,Address 1374,2897.001043526318,2023-01-09,0
53,2022-01-03 04:00:00,2262,42.08401695356378,1345,44.00543975418234,0.5687201877502441,0,Food,Merchant 2262,Location 2262,Customer 1345,52,Address 1345,7264.807041213747,2022-12-11,0
54,2022-01-03 05:00:00,2920,87.77609114158098,1680,39.083675731208,0.1116274550577005,0,Online,Merchant 2920,Location 2920,Customer 1680,43,Address 1680,1308.3817367590414,2023-11-11,0
55,2022-01-03 06:00:00,2312,62.13088122838467,1043,79.91319162474862,0.6294201752731601,0,Other,Merchant 2312,Location 2312,Customer 1043,25,Address 1043,8236.476448026788,2022-02-12,0
56,2022-01-03 07:00:00,2292,83.1517552203441,1611,99.39547482554184,0.5047562252447003,0,Retail,Merchant 2292,Location 2292,Customer 1611,21,Address 1611,3612.869037587848,2023-09-03,0
57,2022-01-03 08:00:00,2082,49.723786313021925,1704,98.02129252071374,0.7124860792029184,0,Travel,Merchant 2082,Location 2082,Customer 1704,23,Address 1704,1670.4930903743175,2023-12-05,0
58,2022-01-03 09:00:00,2921,13.081741283544147,1405,85.97846399845285,0.6232913655459015,0,Food,Merchant 2921,Location 2921,Customer 1405,59,Address 1405,9246.516979425342,2023-02-09,0
59,2022-01-03 10:00:00,2033,28.62756065487808,1161,61.369965594477215,0.6889460878176792,0,Food,Merchant 2033,Location 2033,Customer 1161,55,Address 1161,7545.026042634955,2022-06-10,0
60,2022-01-03 11:00:00,2479,82.91599923239106,1336,56.39017672096056,0.7012128117494796,0,Retail,Merchant 2479,Location 2479,Customer 1336,42,Address 1336,9996.99152465927,2022-12-02,0
61,2022-01-03 12:00:00,2684,76.11459127700137,1714,52.224587954587946,0.3817522806168361,0,Travel,Merchant 2684,Location 2684,Customer 1714,36,Address 1714,8792.09709915188,2023-12-15,0
62,2022-01-03 13:00:00,2234,66.56159118369223,1865,88.00863507425593,0.4478817547460879,0,Travel,Merchant 2234,Location 2234,Customer 1865,45,Address 1865,4468.344079407905,2024-05-14,0
63,2022-01-03 14:00:00,2286,50.51711429707575,1702,22.41233395120337,0.7690132128559298,0,Other,Merchant 2286,Location 2286,Customer 1702,32,Address 1702,4756.907985455394,2023-12-03,0
64,2022-01-03 15:00:00,2131,55.162744952494926,1483,10.967550794864708,0.3391291866143247,0,Online,Merchant 2131,Location 2131,Customer 1483,56,Address 1483,7541.198868921577,2023-04-28,0
65,2022-01-03 16:00:00,2195,78.33451388591148,1139,74.80049283184198,0.0951938957139624,0,Other,Merchant 2195,Location 2195,Customer 1139,21,Address 1139,3039.5142047755826,2022-05-19,0
66,2022-01-03 17:00:00,2561,51.414487978898904,1108,16.34857049322759,0.1072906870387059,0,Other,Merchant 2561,Location 2561,Customer 1108,33,Address 1108,7794.946321991311,2022-04-18,0
67,2022-01-03 18:00:00,2171,81.34788954135908,1056,59.48591943885853,0.169625926112435,0,Retail,Merchant 2171,Location 2171,Customer 1056,46,Address 1056,3507.492645445045,2022-02-25,0
68,2022-01-03 19:00:00,2781,95.23140544260824,1548,64.68870798615711,0.5467204678243731,0,Other,Merchant 2781,Location 2781,Customer 1548,29,Address 1548,4483.156300402189,2023-07-02,0
69,2022-01-03 20:00:00,2038,87.15831942631942,1887,40.11881406202277,0.7132956071476505,0,Retail,Merchant 2038,Location 2038,Customer 1887,40,Address 1887,3976.339147069369,2024-06-05,0
70,2022-01-03 21:00:00,2475,78.69681169305915,1897,33.18694249951406,0.2189393885632597,0,Other,Merchant 2475,Location 2475,Customer 1897,27,Address 1897,2518.7388735597933,2024-06-15,0
71,2022-01-03 22:00:00,2487,23.806236820227436,1154,64.24073572319557,0.5521439297775538,0,Online,Merchant 2487,Location 2487,Customer 1154,48,Address 1154,5544.569288667391,2022-06-03,0
72,2022-01-03 23:00:00,2495,57.31615922446038,1286,53.91674221753586,0.1617728586912705,1,Online,Merchant 2495,Location 2495,Customer 1286,19,Address 1286,7665.932450291637,2022-10-13,0
73,2022-01-04 00:00:00,2200,67.92604330939866,1149,55.60426363765741,0.6860135687546838,0,Travel,Merchant 2200,Location 2200,Customer 1149,34,Address 1149,7990.335619571962,2022-05-29,0
74,2022-01-04 01:00:00,2296,16.26344880319616,1158,95.54621197153052,0.957373586986144,0,Travel,Merchant 2296,Location 2296,Customer 1158,50,Address 1158,5037.207239014824,2022-06-07,0
75,2022-01-04 02:00:00,2872,13.42002255353782,1606,25.73509604902587,0.7842947190605576,0,Other,Merchant 2872,Location 2872,Customer 1606,60,Address 1606,4152.721122244118,2023-08-29,0
76,2022-01-04 03:00:00,2036,42.76855554669151,1422,92.0899205881348,0.4885878004048138,0,Food,Merchant 2036,Location 2036,Customer 1422,32,Address 1422,6987.997844391333,2023-02-26,0
77,2022-01-04 04:00:00,2753,41.21158341874049,1007,66.15215047728688,0.2178905074792401,0,Travel,Merchant 2753,Location 2753,Customer 1007,33,Address 1007,2957.760054296896,2022-01-07,0
78,2022-01-04 05:00:00,2116,58.13859005804491,1985,70.84820400902817,0.3941309112302433,0,Other,Merchant 2116,Location 2116,Customer 1985,47,Address 1985,3816.962495092046,2024-09-11,0
79,2022-01-04 06:00:00,2203,14.634664157422302,1776,65.46874682566187,0.6085123427185402,0,Online,Merchant 2203,Location 2203,Customer 1776,31,Address 1776,3715.769255207644,2024-02-15,0
80,2022-01-04 07:00:00,2083,19.137591520992626,1159,25.27309509866829,0.0255585901176547,0,Retail,Merchant 2083,Location 2083,Customer 1159,54,Address 1159,5766.570781258057,2022-06-08,0
81,2022-01-04 08:00:00,2552,29.83486576041774,1493,54.43074953579532,0.2007991959678334,0,Travel,Merchant 2552,Location 2552,Customer 1493,44,Address 1493,5703.042829615882,2023-05-08,0
82,2022-01-04 09:00:00,2282,38.43137755298227,1322,89.92128590628081,0.084979207388952,0,Online,Merchant 2282,Location 2282,Customer 1322,29,Address 1322,9411.508716680992,2022-11-18,0
83,2022-01-04 10:00:00,2610,18.110761868902294,1731,70.5533611534697,0.0148769296562688,0,Food,Merchant 2610,Location 2610,Customer 1731,62,Address 1731,5275.9454658434415,2024-01-01,0
84,2022-01-04 11:00:00,2901,22.97242859349798,1876,11.760532784436789,0.8500908746590535,0,Online,Merchant 2901,Location 2901,Customer 1876,31,Address 1876,8278.713188445914,2024-05-25,0
85,2022-01-04 12:00:00,2323,22.452892880995172,1920,47.90428072026375,0.8858380254109788,0,Retail,Merchant 2323,Location 2323,Customer 1920,33,Address 1920,3434.6128749564655,2024-07-08,0
86,2022-01-04 13:00:00,2534,70.51131966791718,1618,30.12257414785566,0.6619170473823522,0,Retail,Merchant 2534,Location 2534,Customer 1618,27,Address 1618,6741.429339282374,2023-09-10,0
87,2022-01-04 14:00:00,2586,78.55221406635722,1054,59.06169368651467,0.7086399710261254,0,Retail,Merchant 2586,Location 2586,Customer 1054,27,Address 1054,2873.839987462341,2022-02-23,0
88,2022-01-04 15:00:00,2882,35.601241841950866,1886,61.030450747630056,0.0365564379848128,0,Travel,Merchant 2882,Location 2882,Customer 1886,37,Address 1886,9467.31225148779,2024-06-04,0
89,2022-01-04 16:00:00,2055,26.00722367933592,1071,77.76328614592758,0.4402907533266011,0,Retail,Merchant 2055,Location 2055,Customer 1071,64,Address 1071,4962.2835268630315,2022-03-12,0
90,2022-01-04 17:00:00,2622,85.36034193563887,1975,49.16020343383616,0.0002337072005655,0,Retail,Merchant 2622,Location 2622,Customer 1975,51,Address 1975,8710.760047285832,2024-09-01,0
91,2022-01-04 18:00:00,2140,48.09673926087099,1726,70.28777110281193,0.5325805700018359,0,Online,Merchant 2140,Location 2140,Customer 1726,23,Address 1726,9885.267204374808,2023-12-27,0
92,2022-01-04 19:00:00,2010,29.03410939854033,1435,33.838420642486625,0.1103865196909265,0,Food,Merchant 2010,Location 2010,Customer 1435,35,Address 1435,8804.517944437239,2023-03-11,0
93,2022-01-04 20:00:00,2111,98.14685940247114,1684,49.22333118633592,0.190179868627074,0,Travel,Merchant 2111,Location 2111,Customer 1684,43,Address 1684,7560.730128542115,2023-11-15,0
94,2022-01-04 21:00:00,2680,79.77488953148558,1277,85.86740383135798,0.4604078745218216,0,Travel,Merchant 2680,Location 2680,Customer 1277,22,Address 1277,5042.199848161743,2022-10-04,0
95,2022-01-04 22:00:00,2600,50.39592040108388,1828,72.2881408132906,0.6351498923024964,1,Other,Merchant 2600,Location 2600,Customer 1828,62,Address 1828,2077.514821107271,2024-04-07,0
96,2022-01-04 23:00:00,2054,98.5026858539832,1466,26.196351691755417,0.495002454686524,0,Retail,Merchant 2054,Location 2054,Customer 1466,41,Address 1466,2569.1292344962367,2023-04-11,0
97,2022-01-05 00:00:00,2432,18.16684546592576,1922,90.0778270615524,0.3040718787901955,0,Other,Merchant 2432,Location 2432,Customer 1922,46,Address 1922,5101.105372122595,2024-07-10,0
98,2022-01-05 01:00:00,2346,55.88720399193835,1183,21.111193667562578,0.291574943975321,0,Other,Merchant 2346,Location 2346,Customer 1183,40,Address 1183,7149.964405144897,2022-07-02,0
99,2022-01-05 02:00:00,2299,76.84342858021311,1866,15.152685241543288,0.2419476642350824,0,Online,Merchant 2299,Location 2299,Customer 1866,35,Address 1866,9510.171443616422,2024-05-15,0
100,2022-01-05 03:00:00,2027,13.097222776355888,1514,94.0073412618988,0.3374859941376362,0,Other,Merchant 2027,Location 2027,Customer 1514,20,Address 1514,2045.0579963089228,2023-05-29,0
101,2022-01-05 04:00:00,2433,58.92390637798005,1023,88.98436112503889,0.9603976293466876,0,Food,Merchant 2433,Location 2433,Customer 1023,34,Address 1023,9545.47486907634,2022-01-23,0
102,2022-01-05 05:00:00,2736,61.65899469709107,1012,97.48688179907796,0.2645800599183321,0,Online,Merchant 2736,Location 2736,Customer 1012,45,Address 1012,2706.148887561668,2022-01-12,0
103,2022-01-05 06:00:00,2744,12.458635265316776,1585,83.76810174234359,0.3332819881973068,0,Retail,Merchant 2744,Location 2744,Customer 1585,37,Address 1585,7900.2424003291135,2023-08-08,0
104,2022-01-05 07:00:00,2433,16.651042272403856,1914,93.56933968320736,0.3398523619032424,0,Travel,Merchant 2433,Location 2433,Customer 1914,18,Address 1914,6131.253862602764,2024-07-02,0
105,2022-01-05 08:00:00,2453,64.1798875377491,1979,39.7071103789509,0.2223044794557515,0,Other,Merchant 2453,Location 2453,Customer 1979,20,Address 1979,8722.686489131847,2024-09-05,0
106,2022-01-05 09:00:00,2154,13.915099886609262,1995,54.89026403662322,0.4215635124057515,0,Travel,Merchant 2154,Location 2154,Customer 1995,38,Address 1995,2240.5177992933877,2024-09-21,0
107,2022-01-05 10:00:00,2908,58.084975288492096,1359,85.92834801769118,0.3664545518768669,0,Online,Merchant 2908,Location 2908,Customer 1359,53,Address 1359,8430.98651867882,2022-12-25,0
108,2022-01-05 11:00:00,2967,96.8105858612092,1609,64.58967531386853,0.8913273664664983,0,Online,Merchant 2967,Location 2967,Customer 1609,29,Address 1609,7085.442721000245,2023-09-01,0
109,2022-01-05 12:00:00,2508,48.737959254294935,1796,66.51437179940578,0.7824277459451286,0,Food,Merchant 2508,Location 2508,Customer 1796,33,Address 1796,5588.049941710766,2024-03-06,0
110,2022-01-05 13:00:00,2580,44.24378825471623,1685,57.44211218746886,0.0063315156706293,0,Other,Merchant 2580,Location 2580,Customer 1685,18,Address 1685,3046.120484791152,2023-11-16,0
111,2022-01-05 14:00:00,2570,22.586047991269297,1961,10.625085325396435,0.6864802438144277,0,Retail,Merchant 2570,Location 2570,Customer 1961,47,Address 1961,3454.6485309782306,2024-08-18,0
112,2022-01-05 15:00:00,2493,40.47944601842122,1740,21.310132757865613,0.290569092728993,0,Other,Merchant 2493,Location 2493,Customer 1740,19,Address 1740,1783.739009166993,2024-01-10,0
113,2022-01-05 16:00:00,2628,74.4439571243902,1836,31.089658414406184,0.3787730482978894,0,Online,Merchant 2628,Location 2628,Customer 1836,47,Address 1836,4018.773274033155,2024-04-15,0
114,2022-01-05 17:00:00,2240,77.57986716270221,1120,97.86479106596292,0.8384719464730573,0,Travel,Merchant 2240,Location 2240,Customer 1120,47,Address 1120,7450.419004134611,2022-04-30,0
115,2022-01-05 18:00:00,2941,40.639791804979716,1841,20.93135754622178,0.8548717198256173,0,Retail,Merchant 2941,Location 2941,Customer 1841,22,Address 1841,9319.481714172363,2024-04-20,0
116,2022-01-05 19:00:00,2507,62.921911545133966,1930,84.66984069219563,0.4309100079096375,0,Food,Merchant 2507,Location 2507,Customer 1930,61,Address 1930,1111.7721667693309,2024-07-18,0
117,2022-01-05 20:00:00,2128,43.703637424561194,1423,75.34393386371227,0.8626867847533091,0,Travel,Merchant 2128,Location 2128,Customer 1423,40,Address 1423,7025.452026763664,2023-02-27,0
118,2022-01-05 21:00:00,2428,56.60485656715163,1575,31.029962233485527,0.9230146888184372,0,Retail,Merchant 2428,Location 2428,Customer 1575,21,Address 1575,7192.646432329213,2023-07-29,0
119,2022-01-05 22:00:00,2572,17.72987462635209,1780,19.527907375407104,0.8521427323660469,1,Retail,Merchant 2572,Location 2572,Customer 1780,48,Address 1780,8473.630815815763,2024-02-19,0
120,2022-01-05 23:00:00,2304,68.83486745284134,1894,82.48672259028618,0.0428071189562689,0,Retail,Merchant 2304,Location 2304,Customer 1894,26,Address 1894,9728.588504180754,2024-06-12,0
121,2022-01-06 00:00:00,2794,32.34210737065556,1240,95.08638384399995,0.7459715350697309,0,Retail,Merchant 2794,Location 2794,Customer 1240,43,Address 1240,1883.4867347636705,2022-08-28,0
122,2022-01-06 01:00:00,2846,87.56655197793899,1167,48.77567691066048,0.5893665589856495,0,Retail,Merchant 2846,Location 2846,Customer 1167,33,Address 1167,4121.316624748486,2022-06-16,0
123,2022-01-06 02:00:00,2169,70.83894725546456,1330,76.92373657516502,0.269505804949578,1,Other,Merchant 2169,Location 2169,Customer 1330,63,Address 1330,8773.956940488475,2022-11-26,1
124,2022-01-06 03:00:00,2948,26.529790933426444,1171,52.738703327766736,0.4136975064344618,0,Travel,Merchant 2948,Location 2948,Customer 1171,22,Address 1171,4631.532991706319,2022-06-20,0
125,2022-01-06 04:00:00,2148,88.20456750327392,1749,83.10764958693693,0.7920798620894777,0,Retail,Merchant 2148,Location 2148,Customer 1749,44,Address 1749,3334.187888384263,2024-01-19,0
126,2022-01-06 05:00:00,2226,55.20289159939914,1069,60.02616890446173,0.407731665515309,0,Other,Merchant 2226,Location 2226,Customer 1069,38,Address 1069,8363.065543345401,2022-03-10,0
127,2022-01-06 06:00:00,2390,55.48555001123924,1569,89.72536824864176,0.5470065298001408,0,Other,Merchant 2390,Location 2390,Customer 1569,31,Address 1569,6363.937936403128,2023-07-23,0
128,2022-01-06 07:00:00,2637,39.19964508295418,1537,83.8883819694083,0.6487036898380295,0,Food,Merchant 2637,Location 2637,Customer 1537,37,Address 1537,1947.17341955263,2023-06-21,0
129,2022-01-06 08:00:00,2461,49.87286889896349,1425,93.2420611636587,0.8657397106795307,0,Food,Merchant 2461,Location 2461,Customer 1425,56,Address 1425,6441.933112929328,2023-03-01,0
130,2022-01-06 09:00:00,2928,12.473355037269908,1761,53.74615541333524,0.6067478301246536,0,Other,Merchant 2928,Location 2928,Customer 1761,21,Address 1761,2854.1866227984992,2024-01-31,0
131,2022-01-06 10:00:00,2901,75.99253650342669,1458,43.06404676353721,0.5439223502745882,0,Other,Merchant 2901,Location 2901,Customer 1458,35,Address 1458,8017.715824154072,2023-04-03,0
132,2022-01-06 11:00:00,2588,65.03159710701489,1588,27.32178111362836,0.1944314454446276,0,Food,Merchant 2588,Location 2588,Customer 1588,27,Address 1588,7925.082131230957,2023-08-11,0
133,2022-01-06 12:00:00,2717,92.36972521780169,1418,74.31939247105099,0.0507840812114911,0,Retail,Merchant 2717,Location 2717,Customer 1418,19,Address 1418,5724.611458231782,2023-02-22,0
134,2022-01-06 13:00:00,2511,33.800957892074884,1299,81.10453304374346,0.6752844762825353,0,Food,Merchant 2511,Location 2511,Customer 1299,31,Address 1299,4661.555925923707,2022-10-26,0
135,2022-01-06 14:00:00,2077,14.56451519624522,1822,51.28972617484501,0.3518120629599117,0,Travel,Merchant 2077,Location 2077,Customer 1822,44,Address 1822,8603.321935277745,2024-04-01,0
136,2022-01-06 15:00:00,2921,70.85855068793218,1152,76.33022876630817,0.6862647854532525,0,Travel,Merchant 2921,Location 2921,Customer 1152,55,Address 1152,7273.982375653035,2022-06-01,0
137,2022-01-06 16:00:00,2639,80.77316169978734,1667,82.1851437672511,0.166292052708713,0,Other,Merchant 2639,Location 2639,Customer 1667,35,Address 1667,4096.117607307247,2023-10-29,0
138,2022-01-06 17:00:00,2548,39.8254029895631,1669,68.07165652135744,0.107425555785323,0,Online,Merchant 2548,Location 2548,Customer 1669,44,Address 1669,4490.144010455546,2023-10-31,0
139,2022-01-06 18:00:00,2338,12.184601872547413,1169,97.73176014092073,0.0653463606382471,0,Online,Merchant 2338,Location 2338,Customer 1169,30,Address 1169,4020.714312343048,2022-06-18,0
140,2022-01-06 19:00:00,2180,36.9412542954954,1574,44.4059707359975,0.7817590190058886,0,Travel,Merchant 2180,Location 2180,Customer 1574,55,Address 1574,5541.1979214653875,2023-07-28,0
141,2022-01-06 20:00:00,2209,61.41387641863861,1019,46.56716357207259,0.671085348147031,0,Retail,Merchant 2209,Location 2209,Customer 1019,37,Address 1019,3797.734535980662,2022-01-19,0
